strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,totalBuyQuantity,totalSellQuantity,buyPrice1,buyQuantity1,sellPrice1,sellQuantity1,underlyingValue,optionType,pchange,type,expiry
62200,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62200.00,735.0,-68.0,-8.468244084682441,632,33.79,6.1,-4.0,2970,11850,5.8,600,8.5,60,53451,,-39.603960396039604,CE,30-Mar-2026
62200,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62200.00,186.0,0.0,0.0,0,0.0,7942.4,0.0,2460,2460,7614.25,150,8683.2,150,53451,,0.0,PE,30-Mar-2026
62300,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62300.00,1097.0,-24.0,-2.1409455842997325,221,34.97,7.6,-2.05,2490,6270,7.0,60,9.5,30,53451,,-21.243523316062177,CE,30-Mar-2026
62300,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62300.00,219.0,0.0,0.0,0,0.0,8173.15,0.0,2460,1860,8180.45,150,8981.45,150,53451,,0.0,PE,30-Mar-2026
62400,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62400.00,756.0,-35.0,-4.424778761061947,299,34.52,6.25,-3.2,2910,10800,6.3,180,8.2,150,53451,,-33.86243386243386,CE,30-Mar-2026
62400,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62400.00,167.0,-1.0,-0.5952380952380952,1,0.0,8638.45,638.45,3360,1860,8173.05,150,8916.7,150,53451,,7.980625,PE,30-Mar-2026
62500,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62500.00,6642.0,-892.0,-11.839660207061321,5090,35.11,6.7,-2.4,103140,3870,6.7,8970,7.8,1200,53451,,-26.373626373626372,CE,30-Mar-2026
62500,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62500.00,877.0,-6.0,-0.6795016987542469,79,0.0,8656.4,1643.2,2970,2340,8600.25,30,8769.2,30,53451,,23.430103233901786,PE,30-Mar-2026
62600,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62600.00,1039.0,-1.0,-0.09615384615384616,465,34.9,5.85,-2.05,5280,11190,4.7,600,8.6,300,53451,,-25.949367088607595,CE,30-Mar-2026
62600,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62600.00,58.0,0.0,0.0,0,0.0,8400.0,0.0,2640,2760,8354.3,150,9388.9,150,53451,,0.0,PE,30-Mar-2026
62700,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026CE62700.00,727.0,30.0,4.30416068866571,414,37.47,10.0,1.6,2790,11970,5.9,60,9.8,600,53451,,19.047619047619047,CE,30-Mar-2026
62700,30-03-2026,BANKNIFTY,OPTIDXBANKNIFTY30-03-2026PE62700.00,56.0,0.0,0.0,3,0.0,9000.0,300.0,2310,1830,8437.35,600,9700.05,570,53451,,3.4482758620689653,PE,30-Mar-2026
